2025-11-27T04:31:53.2534120Z Container start method called.
2025-11-27T04:31:53.2735446Z Establishing network.
2025-11-27T04:31:53.2809519Z Pulling image: appsvc/node:20-lts_20251016.4.tuxprod.
2025-11-27T04:31:54.0156389Z Container is starting.
2025-11-27T04:31:54.0238377Z Establishing user namespace if not established already.
2025-11-27T04:31:54.0322719Z Establishing network if not established already.
2025-11-27T04:31:54.0327510Z Mounting volumes.
2025-11-27T04:31:54.0358672Z Nested mountpoint 
2025-11-27T04:31:54.1111187Z Nested mountpoint volatile/logs
2025-11-27T04:31:54.1404370Z Nested mountpoint 
2025-11-27T04:31:54.1574922Z Nested mountpoint 
2025-11-27T04:31:54.2454345Z Nested mountpoint 
2025-11-27T04:31:55.1216717Z Creating container.
2025-11-27T04:31:55.1228225Z Creating pipes for streaming container io.
2025-11-27T04:31:55.1237371Z Creating stdout named pipe at /podr/container/pipe/1a9b579fb82d_creerlio-app/stdout_992c554fd8274aa9b4c4029598f0524f.
2025-11-27T04:31:55.2491213Z Successfully created stdout named pipe at: /podr/container/pipe/1a9b579fb82d_creerlio-app/stdout_992c554fd8274aa9b4c4029598f0524f.
2025-11-27T04:31:55.2564688Z Opening named pipe /podr/container/pipe/1a9b579fb82d_creerlio-app/stdout_992c554fd8274aa9b4c4029598f0524f for reading in non-blocking mode.
2025-11-27T04:31:55.2568574Z Successfully opened named pipe: /podr/container/pipe/1a9b579fb82d_creerlio-app/stdout_992c554fd8274aa9b4c4029598f0524f.
2025-11-27T04:31:55.2580846Z Successfully removed non-blocking flag from /podr/container/pipe/1a9b579fb82d_creerlio-app/stdout_992c554fd8274aa9b4c4029598f0524f.
2025-11-27T04:31:55.2593402Z Creating stderr named pipe at /podr/container/pipe/1a9b579fb82d_creerlio-app/stderr_69295d006144490780ba7423d1bbe9e9.
2025-11-27T04:31:55.2678352Z Successfully created stderr named pipe at: /podr/container/pipe/1a9b579fb82d_creerlio-app/stderr_69295d006144490780ba7423d1bbe9e9.
2025-11-27T04:31:55.2680900Z Opening named pipe /podr/container/pipe/1a9b579fb82d_creerlio-app/stderr_69295d006144490780ba7423d1bbe9e9 for reading in non-blocking mode.
2025-11-27T04:31:55.2749849Z Successfully opened named pipe: /podr/container/pipe/1a9b579fb82d_creerlio-app/stderr_69295d006144490780ba7423d1bbe9e9.
2025-11-27T04:31:55.2752142Z Successfully removed non-blocking flag from /podr/container/pipe/1a9b579fb82d_creerlio-app/stderr_69295d006144490780ba7423d1bbe9e9.
2025-11-27T04:31:55.2785843Z Creating container with image: appsvc/node:20-lts_20251016.4.tuxprod from registry: 10.1.0.4:13209 and fully qualified image name: 10.1.0.4:13209/appsvc/node:20-lts_20251016.4.tuxprod
2025-11-27T04:31:57.0526024Z Starting container: 1a9b579fb82d_creerlio-app.
2025-11-27T04:31:57.2359351Z Starting watchers and probes.
2025-11-27T04:31:57.2956622Z Starting metrics collection.
2025-11-27T04:31:57.3137828Z Container is running.
2025-11-27T04:31:57.7416378Z Container start method finished after 4429 ms.
2025-11-27T04:33:18.9501159Z Container has finished running with exit code: 127.
2025-11-27T04:33:19.3086159Z Container is terminating. Grace period: 5 seconds.
2025-11-27T04:33:20.7219238Z Stop and delete container. Retry count = 0
2025-11-27T04:33:20.7710446Z Stopping container: 1a9b579fb82d_creerlio-app.
2025-11-27T04:33:21.2624746Z Deleting container: 1a9b579fb82d_creerlio-app. Retry count = 0
2025-11-27T04:33:22.5433429Z Container spec TerminationMessagePolicy  path 
2025-11-27T04:34:47.827Z INFO  - ee5e2a61e93f Pull complete
2025-11-27T04:34:49.084Z INFO  - a299d250ab97 Extracting 2MB / 46MB
2025-11-27T04:34:49.632Z INFO  - a299d250ab97 Extracting 4MB / 46MB
2025-11-27T04:34:51.530Z INFO  - a299d250ab97 Extracting 8MB / 46MB
2025-11-27T04:34:52.281Z INFO  - a299d250ab97 Extracting 11MB / 46MB
2025-11-27T04:34:52.415Z INFO  - a299d250ab97 Extracting 12MB / 46MB
2025-11-27T04:34:52.691Z INFO  - a299d250ab97 Extracting 13MB / 46MB
2025-11-27T04:34:53.104Z INFO  - a299d250ab97 Extracting 15MB / 46MB
2025-11-27T04:34:53.356Z INFO  - a299d250ab97 Extracting 15MB / 46MB
2025-11-27T04:34:53.502Z INFO  - a299d250ab97 Extracting 16MB / 46MB
2025-11-27T04:34:53.673Z INFO  - a299d250ab97 Extracting 17MB / 46MB
2025-11-27T04:34:53.984Z INFO  - a299d250ab97 Extracting 20MB / 46MB
2025-11-27T04:34:54.088Z INFO  - a299d250ab97 Extracting 21MB / 46MB
2025-11-27T04:34:54.244Z INFO  - a299d250ab97 Extracting 22MB / 46MB
2025-11-27T04:34:54.367Z INFO  - a299d250ab97 Extracting 23MB / 46MB
2025-11-27T04:34:56.400Z INFO  - a299d250ab97 Extracting 35MB / 46MB
2025-11-27T04:34:56.981Z INFO  - a299d250ab97 Extracting 36MB / 46MB
2025-11-27T04:34:57.146Z INFO  - a299d250ab97 Extracting 37MB / 46MB
2025-11-27T04:34:58.230Z INFO  - a299d250ab97 Extracting 38MB / 46MB
2025-11-27T04:34:59.086Z INFO  - a299d250ab97 Extracting 40MB / 46MB
2025-11-27T04:34:59.638Z INFO  - a299d250ab97 Extracting 41MB / 46MB
2025-11-27T04:35:00.158Z INFO  - a299d250ab97 Extracting 42MB / 46MB
2025-11-27T04:35:02.144Z INFO  - a299d250ab97 Extracting 44MB / 46MB
2025-11-27T04:35:05.063Z INFO  - a299d250ab97 Extracting 45MB / 46MB
2025-11-27T04:35:05.703Z INFO  - a299d250ab97 Extracting 46MB / 46MB
2025-11-27T04:35:05.950Z INFO  - a299d250ab97 Pull complete
2025-11-27T04:35:06.245Z INFO  - 2e5f19d50c40 Extracting 512KB / 11MB
2025-11-27T04:35:06.369Z INFO  - 2e5f19d50c40 Extracting 1MB / 11MB
2025-11-27T04:35:06.956Z INFO  - 2e5f19d50c40 Extracting 3MB / 11MB
2025-11-27T04:35:07.245Z INFO  - 2e5f19d50c40 Extracting 6MB / 11MB
2025-11-27T04:35:07.428Z INFO  - 2e5f19d50c40 Extracting 8MB / 11MB
2025-11-27T04:35:07.922Z INFO  - 2e5f19d50c40 Extracting 9MB / 11MB
2025-11-27T04:35:08.488Z INFO  - 2e5f19d50c40 Extracting 9MB / 11MB
2025-11-27T04:35:08.659Z INFO  - 2e5f19d50c40 Extracting 9MB / 11MB
2025-11-27T04:35:09.286Z INFO  - 2e5f19d50c40 Extracting 10MB / 11MB
2025-11-27T04:35:09.286Z INFO  - 2e5f19d50c40 Extracting 10MB / 11MB
2025-11-27T04:35:09.860Z INFO  - 2e5f19d50c40 Extracting 10MB / 11MB
2025-11-27T04:35:10.219Z INFO  - 2e5f19d50c40 Extracting 11MB / 11MB
2025-11-27T04:35:10.732Z INFO  - 2e5f19d50c40 Extracting 11MB / 11MB
2025-11-27T04:35:10.888Z INFO  - 2e5f19d50c40 Pull complete
2025-11-27T04:35:11.240Z INFO  - 94d31f795579 Extracting 1MB / 16MB
2025-11-27T04:35:12.100Z INFO  - 94d31f795579 Extracting 6MB / 16MB
2025-11-27T04:35:13.907Z INFO  - 94d31f795579 Extracting 8MB / 16MB
2025-11-27T04:35:14.049Z INFO  - 94d31f795579 Extracting 9MB / 16MB
2025-11-27T04:35:14.903Z INFO  - 94d31f795579 Extracting 9MB / 16MB
2025-11-27T04:35:15.255Z INFO  - 94d31f795579 Extracting 9MB / 16MB
2025-11-27T04:35:15.573Z INFO  - 94d31f795579 Extracting 10MB / 16MB
2025-11-27T04:35:16.979Z INFO  - 94d31f795579 Extracting 11MB / 16MB
2025-11-27T04:35:18.617Z INFO  - 94d31f795579 Extracting 11MB / 16MB
2025-11-27T04:35:20.319Z INFO  - 94d31f795579 Extracting 13MB / 16MB
2025-11-27T04:35:21.129Z INFO  - 94d31f795579 Extracting 14MB / 16MB
2025-11-27T04:35:21.863Z INFO  - 94d31f795579 Extracting 14MB / 16MB
2025-11-27T04:35:22.677Z INFO  - 94d31f795579 Extracting 15MB / 16MB
2025-11-27T04:35:23.818Z INFO  - 94d31f795579 Extracting 16MB / 16MB
2025-11-27T04:35:23.993Z INFO  - 94d31f795579 Pull complete
2025-11-27T04:35:24.022Z INFO  - 18c70f6ed5b8 Extracting 125B / 125B
2025-11-27T04:35:24.436Z INFO  - 18c70f6ed5b8 Extracting 125B / 125B
2025-11-27T04:35:24.603Z INFO  - 18c70f6ed5b8 Pull complete
2025-11-27T04:35:25.108Z INFO  - fb49480510c1 Extracting 1MB / 6MB
2025-11-27T04:35:25.245Z INFO  - fb49480510c1 Extracting 4MB / 6MB
2025-11-27T04:35:25.264Z INFO  - fb49480510c1 Extracting 6MB / 6MB
2025-11-27T04:35:25.380Z INFO  - fb49480510c1 Pull complete
2025-11-27T04:35:25.392Z INFO  - 5cb83091061e Extracting 947B / 947B
2025-11-27T04:35:25.439Z INFO  - 5cb83091061e Extracting 947B / 947B
2025-11-27T04:35:25.558Z INFO  - 5cb83091061e Pull complete
2025-11-27T04:35:25.588Z INFO  - 618cb520b534 Extracting 1KB / 1KB
2025-11-27T04:35:25.665Z INFO  - 618cb520b534 Extracting 1KB / 1KB
2025-11-27T04:35:25.779Z INFO  - 618cb520b534 Pull complete
2025-11-27T04:35:25.787Z INFO  - b387b0839a3c Extracting 138B / 138B
2025-11-27T04:35:25.808Z INFO  - b387b0839a3c Extracting 138B / 138B
2025-11-27T04:35:25.820Z INFO  - b387b0839a3c Pull complete
2025-11-27T04:35:26.012Z INFO  - befb3b667a4a Extracting 544KB / 67MB
2025-11-27T04:35:27.464Z INFO  - befb3b667a4a Extracting 6MB / 67MB
2025-11-27T04:35:27.714Z INFO  - befb3b667a4a Extracting 8MB / 67MB
2025-11-27T04:35:28.428Z INFO  - befb3b667a4a Extracting 9MB / 67MB
2025-11-27T04:35:28.483Z INFO  - befb3b667a4a Extracting 11MB / 67MB
2025-11-27T04:35:28.792Z INFO  - befb3b667a4a Extracting 12MB / 67MB
2025-11-27T04:35:29.332Z INFO  - befb3b667a4a Extracting 12MB / 67MB
2025-11-27T04:35:31.250Z INFO  - befb3b667a4a Extracting 13MB / 67MB
2025-11-27T04:35:31.250Z INFO  - befb3b667a4a Extracting 14MB / 67MB
2025-11-27T04:35:31.492Z INFO  - befb3b667a4a Extracting 18MB / 67MB
2025-11-27T04:35:31.659Z INFO  - befb3b667a4a Extracting 20MB / 67MB
2025-11-27T04:35:31.836Z INFO  - befb3b667a4a Extracting 20MB / 67MB
2025-11-27T04:35:32.275Z INFO  - befb3b667a4a Extracting 22MB / 67MB
2025-11-27T04:35:33.716Z INFO  - befb3b667a4a Extracting 28MB / 67MB
2025-11-27T04:35:34.270Z INFO  - befb3b667a4a Extracting 29MB / 67MB
2025-11-27T04:35:34.336Z INFO  - befb3b667a4a Extracting 32MB / 67MB
2025-11-27T04:35:36.072Z INFO  - befb3b667a4a Extracting 38MB / 67MB
2025-11-27T04:35:36.467Z INFO  - befb3b667a4a Extracting 39MB / 67MB
2025-11-27T04:35:37.365Z INFO  - befb3b667a4a Extracting 40MB / 67MB
2025-11-27T04:35:38.352Z INFO  - befb3b667a4a Extracting 40MB / 67MB
2025-11-27T04:35:39.410Z INFO  - befb3b667a4a Extracting 41MB / 67MB
2025-11-27T04:35:40.126Z INFO  - befb3b667a4a Extracting 43MB / 67MB
2025-11-27T04:35:40.491Z INFO  - befb3b667a4a Extracting 43MB / 67MB
2025-11-27T04:35:42.471Z INFO  - befb3b667a4a Extracting 45MB / 67MB
2025-11-27T04:35:42.860Z INFO  - befb3b667a4a Extracting 46MB / 67MB
2025-11-27T04:35:43.617Z INFO  - befb3b667a4a Extracting 47MB / 67MB
2025-11-27T04:35:43.854Z INFO  - befb3b667a4a Extracting 48MB / 67MB
2025-11-27T04:35:43.864Z INFO  - befb3b667a4a Extracting 49MB / 67MB
2025-11-27T04:35:44.667Z INFO  - befb3b667a4a Extracting 51MB / 67MB
2025-11-27T04:35:45.673Z INFO  - befb3b667a4a Extracting 57MB / 67MB
2025-11-27T04:35:46.802Z INFO  - befb3b667a4a Extracting 66MB / 67MB
2025-11-27T04:35:47.223Z INFO  - befb3b667a4a Extracting 67MB / 67MB
2025-11-27T04:35:47.397Z INFO  - befb3b667a4a Pull complete
2025-11-27T04:35:47.405Z INFO  - c98fb0ee9c52 Extracting 1KB / 1KB
2025-11-27T04:35:47.484Z INFO  - c98fb0ee9c52 Extracting 1KB / 1KB
2025-11-27T04:35:47.670Z INFO  - c98fb0ee9c52 Pull complete
2025-11-27T04:35:47.677Z INFO  - fed34a6cff95 Extracting 1KB / 1KB
2025-11-27T04:35:47.724Z INFO  - fed34a6cff95 Extracting 1KB / 1KB
2025-11-27T04:35:47.889Z INFO  - fed34a6cff95 Pull complete
2025-11-27T04:35:47.898Z INFO  - 52ac776e496e Extracting 3KB / 3KB
2025-11-27T04:35:47.976Z INFO  - 52ac776e496e Extracting 3KB / 3KB
2025-11-27T04:35:48.004Z INFO  - 52ac776e496e Pull complete
2025-11-27T04:35:48.017Z INFO  - ed277ae6cc1b Extracting 152B / 152B
2025-11-27T04:35:48.034Z INFO  - ed277ae6cc1b Extracting 152B / 152B
2025-11-27T04:35:48.051Z INFO  - ed277ae6cc1b Pull complete
2025-11-27T04:35:48.062Z INFO  - f00d066ab48f Extracting 13KB / 13KB
2025-11-27T04:35:48.092Z INFO  - f00d066ab48f Extracting 13KB / 13KB
2025-11-27T04:35:48.176Z INFO  - f00d066ab48f Pull complete
2025-11-27T04:35:48.214Z INFO  - 84db54845b1f Extracting 1KB / 1KB
2025-11-27T04:35:48.253Z INFO  - 84db54845b1f Extracting 1KB / 1KB
2025-11-27T04:35:49.178Z INFO  - 84db54845b1f Pull complete
2025-11-27T04:35:49.184Z INFO  - 209af07e1fed Extracting 270B / 270B
2025-11-27T04:35:49.194Z INFO  - 209af07e1fed Extracting 270B / 270B
2025-11-27T04:35:49.195Z INFO  - 209af07e1fed Pull complete
2025-11-27T04:35:49.195Z INFO  - f359ae97a578 Extracting 269B / 269B
2025-11-27T04:35:49.196Z INFO  - f359ae97a578 Extracting 269B / 269B
2025-11-27T04:35:49.197Z INFO  - f359ae97a578 Pull complete
2025-11-27T04:35:49.197Z INFO  - 12ae792aadc1 Extracting 124B / 124B
2025-11-27T04:35:49.197Z INFO  - 12ae792aadc1 Extracting 124B / 124B
2025-11-27T04:35:49.197Z INFO  - 12ae792aadc1 Pull complete
2025-11-27T04:35:49.203Z INFO  - 101f3a4877dc Extracting 418B / 418B
2025-11-27T04:35:49.204Z INFO  - 101f3a4877dc Extracting 418B / 418B
2025-11-27T04:35:49.206Z INFO  - 101f3a4877dc Pull complete
2025-11-27T04:35:49.206Z INFO  - 49304a106933 Extracting 1KB / 1KB
2025-11-27T04:35:49.207Z INFO  - 49304a106933 Extracting 1KB / 1KB
2025-11-27T04:35:49.213Z INFO  - 49304a106933 Pull complete
2025-11-27T04:35:49.214Z INFO  - c59bd29a4737 Extracting 128KB / 1MB
2025-11-27T04:35:49.602Z INFO  - c59bd29a4737 Extracting 288KB / 1MB
2025-11-27T04:35:49.708Z INFO  - c59bd29a4737 Extracting 320KB / 1MB
2025-11-27T04:35:50.320Z INFO  - c59bd29a4737 Extracting 992KB / 1MB
2025-11-27T04:35:50.427Z INFO  - c59bd29a4737 Extracting 1MB / 1MB
2025-11-27T04:35:50.541Z INFO  - c59bd29a4737 Extracting 1MB / 1MB
2025-11-27T04:35:50.893Z INFO  - c59bd29a4737 Extracting 1MB / 1MB
2025-11-27T04:35:51.039Z INFO  - c59bd29a4737 Pull complete
2025-11-27T04:35:51.044Z INFO  - 6f0a6c0887e0 Extracting 132B / 132B
2025-11-27T04:35:51.125Z INFO  - 6f0a6c0887e0 Extracting 132B / 132B
2025-11-27T04:35:51.202Z INFO  - 6f0a6c0887e0 Pull complete
2025-11-27T04:35:51.807Z INFO  -  Digest: sha256:e0997c95f1dee01363c7fad47ae2355d088a5ce7ad3c46dc9f1f6cafbadc54a0
2025-11-27T04:35:51.809Z INFO  -  Status: Downloaded newer image for 10.1.0.4:13209/appsvc/node:20-lts_20251016.4.tuxprod
2025-11-27T04:35:52.215Z INFO  - Pull Image successful, Time taken: 130 Seconds
2025-11-27T04:35:54.489Z INFO  - Starting container for site
2025-11-27T04:35:54.490Z INFO  - docker run -d --expose=8080 --name creerlio-app_0_39eb5d3e -e WEBSITE_USE_DIAGNOSTIC_SERVER=true -e WEBSITE_SITE_NAME=creerlio-app -e WEBSITE_AUTH_ENABLED=False -e WEBSITE_ROLE_INSTANCE_ID=0 -e WEBSITE_HOSTNAME=creerlio-app.azurewebsites.net -e WEBSITE_INSTANCE_ID=7caa93e98d188562c739dc8d129fad057ca3db3f533cd1e100b434c1f214969d appsvc/node:20-lts_20251016.4.tuxprod 
2025-11-27T04:35:54.490Z INFO  - Logging is not enabled for this container.
Please use https://aka.ms/linux-diagnostics to enable logging to see container logs here.
2025-11-27T04:36:00.444Z INFO  - Initiating warmup request to container creerlio-app_0_39eb5d3e for site creerlio-app
2025-11-27T04:36:19.604Z INFO  - Waiting for response to warmup request for container creerlio-app_0_39eb5d3e. Elapsed time = 19.190232 sec
2025-11-27T04:36:41.293Z INFO  - Waiting for response to warmup request for container creerlio-app_0_39eb5d3e. Elapsed time = 40.8790775 sec
2025-11-27T04:36:49.472Z ERROR - Container creerlio-app_0_39eb5d3e for site creerlio-app has exited, failing site start
2025-11-27T04:36:49.562Z ERROR - Container creerlio-app_0_39eb5d3e didn't respond to HTTP pings on port: 8080. Failing site start. See container logs for debugging.
2025-11-27T04:36:49.759Z INFO  - Stopping site creerlio-app because it failed during startup.
2025-11-27T04:37:03.903Z INFO  - Starting container for site
2025-11-27T04:37:03.904Z INFO  - docker run -d --expose=8080 --name creerlio-app_0_22d58e31 -e WEBSITE_USE_DIAGNOSTIC_SERVER=true -e WEBSITE_SITE_NAME=creerlio-app -e WEBSITE_AUTH_ENABLED=False -e WEBSITE_ROLE_INSTANCE_ID=0 -e WEBSITE_HOSTNAME=creerlio-app.azurewebsites.net -e WEBSITE_INSTANCE_ID=7caa93e98d188562c739dc8d129fad057ca3db3f533cd1e100b434c1f214969d appsvc/node:20-lts_20251016.4.tuxprod 
2025-11-27T04:37:03.905Z INFO  - Logging is not enabled for this container.
Please use https://aka.ms/linux-diagnostics to enable logging to see container logs here.
2025-11-27T04:37:10.985Z INFO  - Initiating warmup request to container creerlio-app_0_22d58e31 for site creerlio-app
2025-11-27T04:37:31.512Z INFO  - Waiting for response to warmup request for container creerlio-app_0_22d58e31. Elapsed time = 20.526593 sec
2025-11-27T04:37:51.061Z INFO  - Waiting for response to warmup request for container creerlio-app_0_22d58e31. Elapsed time = 40.0762557 sec
2025-11-27T04:38:11.132Z INFO  - Waiting for response to warmup request for container creerlio-app_0_22d58e31. Elapsed time = 60.1472171 sec
2025-11-27T04:38:30.406Z INFO  - Waiting for response to warmup request for container creerlio-app_0_22d58e31. Elapsed time = 79.4213454 sec
2025-11-27T04:38:36.356Z ERROR - Container creerlio-app_0_22d58e31 for site creerlio-app has exited, failing site start
2025-11-27T04:38:36.443Z ERROR - Container creerlio-app_0_22d58e31 didn't respond to HTTP pings on port: 8080. Failing site start. See container logs for debugging.
2025-11-27T04:38:36.617Z INFO  - Stopping site creerlio-app because it failed during startup.
2025-11-27T04:38:57.5456247Z Container start method called.
2025-11-27T04:38:57.5555444Z Establishing network.
2025-11-27T04:38:57.5927906Z Pulling image: appsvc/node:20-lts_20251016.4.tuxprod.
2025-11-27T04:38:59.1301717Z Image appsvc/node:20-lts_20251016.4.tuxprod is pulled from registry 10.1.0.6:13209
2025-11-27T04:38:59.1434653Z Container is starting.
2025-11-27T04:38:59.1471985Z Establishing user namespace if not established already.
2025-11-27T04:38:59.1500732Z Establishing network if not established already.
2025-11-27T04:38:59.1575873Z Mounting volumes.
2025-11-27T04:38:59.1607775Z Nested mountpoint 
2025-11-27T04:38:59.2331222Z Nested mountpoint volatile/logs
2025-11-27T04:38:59.2647815Z Nested mountpoint 
2025-11-27T04:38:59.4670223Z Nested mountpoint 
2025-11-27T04:38:59.5939255Z Nested mountpoint 
2025-11-27T04:38:59.9412545Z Creating container.
2025-11-27T04:38:59.9420708Z Creating pipes for streaming container io.
2025-11-27T04:38:59.9424206Z Creating stdout named pipe at /podr/container/pipe/417382033922_creerlio-app/stdout_ebedf905bbf94b69ae3431ed534e959e.
2025-11-27T04:38:59.9432408Z Successfully created stdout named pipe at: /podr/container/pipe/417382033922_creerlio-app/stdout_ebedf905bbf94b69ae3431ed534e959e.
2025-11-27T04:38:59.9435845Z Opening named pipe /podr/container/pipe/417382033922_creerlio-app/stdout_ebedf905bbf94b69ae3431ed534e959e for reading in non-blocking mode.
2025-11-27T04:38:59.9495567Z Successfully opened named pipe: /podr/container/pipe/417382033922_creerlio-app/stdout_ebedf905bbf94b69ae3431ed534e959e.
2025-11-27T04:38:59.9497722Z Successfully removed non-blocking flag from /podr/container/pipe/417382033922_creerlio-app/stdout_ebedf905bbf94b69ae3431ed534e959e.
2025-11-27T04:38:59.9499599Z Creating stderr named pipe at /podr/container/pipe/417382033922_creerlio-app/stderr_4d2d5871396a4be39fa2b104042f2dbb.
2025-11-27T04:38:59.9501908Z Successfully created stderr named pipe at: /podr/container/pipe/417382033922_creerlio-app/stderr_4d2d5871396a4be39fa2b104042f2dbb.
2025-11-27T04:38:59.9503497Z Opening named pipe /podr/container/pipe/417382033922_creerlio-app/stderr_4d2d5871396a4be39fa2b104042f2dbb for reading in non-blocking mode.
2025-11-27T04:38:59.9505245Z Successfully opened named pipe: /podr/container/pipe/417382033922_creerlio-app/stderr_4d2d5871396a4be39fa2b104042f2dbb.
2025-11-27T04:38:59.9506718Z Successfully removed non-blocking flag from /podr/container/pipe/417382033922_creerlio-app/stderr_4d2d5871396a4be39fa2b104042f2dbb.
2025-11-27T04:38:59.9518386Z Creating container with image: appsvc/node:20-lts_20251016.4.tuxprod from registry: 10.1.0.6:13209 and fully qualified image name: 10.1.0.6:13209/appsvc/node:20-lts_20251016.4.tuxprod
2025-11-27T04:39:00.9583816Z Starting container: 417382033922_creerlio-app.
2025-11-27T04:39:01.0554992Z Starting watchers and probes.
2025-11-27T04:39:01.0650145Z Starting metrics collection.
2025-11-27T04:39:01.0657603Z Container is running.
2025-11-27T04:39:02.9904264Z Container start method finished after 5435 ms.
2025-11-27T04:39:39.8098140Z Container has finished running with exit code: 127.
2025-11-27T04:39:39.8168994Z Container is terminating. Grace period: 5 seconds.
2025-11-27T04:39:39.8308356Z Stop and delete container. Retry count = 0
2025-11-27T04:39:39.8310926Z Stopping container: 417382033922_creerlio-app.
2025-11-27T04:39:39.9141027Z Deleting container: 417382033922_creerlio-app. Retry count = 0
2025-11-27T04:39:40.2444006Z Container spec TerminationMessagePolicy  path 
2025-11-27T04:39:40.2468990Z Container is terminated. Total time elapsed: 426 ms.
2025-11-27T04:39:40.2535059Z Site container: creerlio-app terminated during site startup.
2025-11-27T04:39:40.3132401Z Site startup probe failed after 37.2069378 seconds.
2025-11-27T04:39:40.5518162Z Failed to start site. Revert by stopping site.
2025-11-27T04:39:40.5641064Z Site: creerlio-app stopped.
2025-11-27T04:39:43.602Z INFO  - Starting container for site
2025-11-27T04:39:43.604Z INFO  - docker run -d --expose=8080 --name creerlio-app_0_9b978830 -e WEBSITE_USE_DIAGNOSTIC_SERVER=true -e WEBSITE_SITE_NAME=creerlio-app -e WEBSITE_AUTH_ENABLED=False -e WEBSITE_ROLE_INSTANCE_ID=0 -e WEBSITE_HOSTNAME=creerlio-app.azurewebsites.net -e WEBSITE_INSTANCE_ID=7caa93e98d188562c739dc8d129fad057ca3db3f533cd1e100b434c1f214969d appsvc/node:20-lts_20251016.4.tuxprod 
2025-11-27T04:39:43.604Z INFO  - Logging is not enabled for this container.
Please use https://aka.ms/linux-diagnostics to enable logging to see container logs here.
2025-11-27T04:39:49.169Z INFO  - Initiating warmup request to container creerlio-app_0_9b978830 for site creerlio-app
2025-11-27T04:40:07.776Z INFO  - Waiting for response to warmup request for container creerlio-app_0_9b978830. Elapsed time = 18.6161456 sec
2025-11-27T04:40:30.517Z INFO  - Waiting for response to warmup request for container creerlio-app_0_9b978830. Elapsed time = 41.3573263 sec
2025-11-27T04:40:34.462Z ERROR - Container creerlio-app_0_9b978830 for site creerlio-app has exited, failing site start
2025-11-27T04:40:34.500Z ERROR - Container creerlio-app_0_9b978830 didn't respond to HTTP pings on port: 8080. Failing site start. See container logs for debugging.
2025-11-27T04:40:34.549Z INFO  - Stopping site creerlio-app because it failed during startup.
2025-11-27T04:40:46.303Z INFO  - Starting container for site
2025-11-27T04:40:46.310Z INFO  - docker run -d --expose=8080 --name creerlio-app_0_9bd265d7 -e WEBSITE_USE_DIAGNOSTIC_SERVER=true -e WEBSITE_SITE_NAME=creerlio-app -e WEBSITE_AUTH_ENABLED=False -e WEBSITE_ROLE_INSTANCE_ID=0 -e WEBSITE_HOSTNAME=creerlio-app.azurewebsites.net -e WEBSITE_INSTANCE_ID=7caa93e98d188562c739dc8d129fad057ca3db3f533cd1e100b434c1f214969d appsvc/node:20-lts_20251016.4.tuxprod 
2025-11-27T04:40:46.312Z INFO  - Logging is not enabled for this container.
Please use https://aka.ms/linux-diagnostics to enable logging to see container logs here.
2025-11-27T04:40:50.496Z INFO  - Initiating warmup request to container creerlio-app_0_9bd265d7 for site creerlio-app
2025-11-27T04:41:10.864Z INFO  - Waiting for response to warmup request for container creerlio-app_0_9bd265d7. Elapsed time = 20.3677494 sec
2025-11-27T04:41:32.550Z INFO  - Waiting for response to warmup request for container creerlio-app_0_9bd265d7. Elapsed time = 42.0542242 sec
2025-11-27T04:41:42.790Z ERROR - Container creerlio-app_0_9bd265d7 for site creerlio-app has exited, failing site start
2025-11-27T04:41:42.838Z ERROR - Container creerlio-app_0_9bd265d7 didn't respond to HTTP pings on port: 8080. Failing site start. See container logs for debugging.
2025-11-27T04:41:42.932Z INFO  - Stopping site creerlio-app because it failed during startup.
2025-11-27T04:58:56.8994885Z Container start method called.
2025-11-27T04:58:56.9085915Z Establishing network.
2025-11-27T04:58:56.9095979Z Pulling image: appsvc/node:20-lts_20251016.4.tuxprod.
2025-11-27T04:58:57.5435007Z Container is starting.
2025-11-27T04:58:57.5461455Z Establishing user namespace if not established already.
2025-11-27T04:58:57.5521171Z Establishing network if not established already.
2025-11-27T04:58:57.5545397Z Mounting volumes.
2025-11-27T04:58:57.5688918Z Nested mountpoint 
2025-11-27T04:58:57.6005203Z Nested mountpoint volatile/logs
2025-11-27T04:58:57.6574470Z Nested mountpoint 
2025-11-27T04:58:57.7087463Z Nested mountpoint 
2025-11-27T04:58:57.8425586Z Nested mountpoint 
2025-11-27T04:58:58.5274487Z Creating container.
2025-11-27T04:58:58.5300128Z Creating pipes for streaming container io.
2025-11-27T04:58:58.5379425Z Creating stdout named pipe at /podr/container/pipe/9b265b1a65b3_creerlio-app/stdout_f838391ba3e34799a8efbe4ea45eed35.
2025-11-27T04:58:58.5394207Z Successfully created stdout named pipe at: /podr/container/pipe/9b265b1a65b3_creerlio-app/stdout_f838391ba3e34799a8efbe4ea45eed35.
2025-11-27T04:58:58.5395650Z Opening named pipe /podr/container/pipe/9b265b1a65b3_creerlio-app/stdout_f838391ba3e34799a8efbe4ea45eed35 for reading in non-blocking mode.
2025-11-27T04:58:58.5478480Z Successfully opened named pipe: /podr/container/pipe/9b265b1a65b3_creerlio-app/stdout_f838391ba3e34799a8efbe4ea45eed35.
2025-11-27T04:58:58.5563238Z Successfully removed non-blocking flag from /podr/container/pipe/9b265b1a65b3_creerlio-app/stdout_f838391ba3e34799a8efbe4ea45eed35.
